timeStamp,elapsed,label,responseCode,dataType,success,bytes,Latency,Connect
1649157778692,58,[STORE] GET INVENTORY,200,text,true,160,58,0
1649157778692,58,[PET] GET PET BY ID,200,text,true,240,58,0
1649157778701,50,[PET] GET PET BY ID,200,text,true,240,50,0
1649157778691,62,[PET] UPDATE PET BY ID,500,text,false,3962,62,0
1649157778726,28,[PET] GET PET BY ID,200,text,true,240,28,0
1649157778702,52,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,52,0
1649157778691,63,[PET] UPDATE PET BY ID,500,text,false,3962,63,0
1649157778691,63,[PET] UPDATE PET BY ID,500,text,false,3962,63,0
1649157778702,52,[PET] GET PET BY ID,200,text,true,240,52,0
1649157778702,52,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,52,0
1649157778702,52,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,52,0
1649157778727,33,[STORE] GET ORDER BY ID,500,text,false,3083,33,0
1649157778706,54,[USER] UPDATE USER BY ID,200,text,true,304,54,0
1649157778703,57,[STORE] GET INVENTORY,200,text,true,160,57,0
1649157778706,54,[PET] GET PETS BY STATUS,200,text,true,8456,54,0
1649157778706,54,[PET] GET PET BY ID,200,text,true,240,54,0
1649157778703,58,[PET] GET PETS BY STATUS,200,text,true,8456,58,0
1649157778702,59,[PET] UPDATE PET BY ID,500,text,false,3962,59,0
1649157778702,59,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,59,0
1649157778706,59,[STORE] GET ORDER BY ID,500,text,false,3156,59,0
1649157778726,39,[PET] UPDATE PET BY ID,500,text,false,3889,39,0
1649157778709,57,[STORE] GET INVENTORY,200,text,true,160,57,0
1649157778706,62,[PET] GET PET BY ID,200,text,true,241,62,0
1649157778709,59,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,59,0
1649157778709,59,[PET] UPDATE PET BY ID,500,text,false,3962,59,0
1649157778714,54,[STORE] GET ORDER BY ID,500,text,false,3156,54,0
1649157778702,66,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,66,0
1649157778703,65,[PET] UPDATE PET BY ID,500,text,false,3962,65,0
1649157778709,59,[STORE] GET ORDER BY ID,500,text,false,3156,59,0
1649157778707,61,[PET] UPDATE PET BY ID,500,text,false,3962,61,0
1649157778710,59,[PET] GET PET BY ID,200,text,true,240,59,0
1649157778719,50,[STORE] GET ORDER BY ID,500,text,false,3156,50,0
1649157778719,50,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,50,0
1649157778703,67,[PET] UPDATE PET BY ID,500,text,false,3962,67,0
1649157778693,77,[PET] UPDATE PET BY ID,500,text,false,3962,77,0
1649157778719,54,[USER] UPDATE USER BY ID,200,text,true,304,54,0
1649157778714,94,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,94,0
1649157778719,90,[PET] UPDATE PET BY ID,500,text,false,3962,90,0
1649157778709,101,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,101,0
1649157778719,91,[PET] UPDATE PET BY ID,500,text,false,3962,91,0
1649157778723,87,[PET] UPDATE PET BY ID,500,text,false,3962,87,0
1649157778709,101,[STORE] GET ORDER BY ID,500,text,false,3156,101,0
1649157778709,101,[PET] UPDATE PET BY ID,500,text,false,3962,101,0
1649157778723,87,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,87,0
1649157778707,103,[PET] GET PET BY ID,500,text,false,3276,103,0
1649157778719,98,[PET] UPDATE PET BY ID,500,text,false,3962,98,0
1649157778733,88,[PET] UPDATE PET BY ID,500,text,false,3889,88,0
1649157778726,96,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,96,0
1649157778726,96,[PET] UPDATE PET BY ID,500,text,false,3962,96,0
1649157778726,96,[STORE] GET ORDER BY ID,500,text,false,3156,96,0
1649157778723,99,[PET] GET PET BY ID,500,text,false,3276,99,0
1649157778727,96,[STORE] GET ORDER BY ID,500,text,false,3156,96,0
1649157778747,76,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3083,76,0
1649157778733,90,[PET] UPDATE PET BY ID,500,text,false,3889,90,0
1649157778723,100,[PET] GET PETS BY STATUS,200,text,true,8456,100,0
1649157778750,73,[USER] UPDATE USER BY ID,200,text,true,304,73,0
1649157778727,96,[PET] GET PET BY ID,200,text,true,240,96,0
1649157778730,93,[STORE] GET INVENTORY,200,text,true,160,93,0
1649157778727,97,[PET] GET PET BY ID,200,text,true,240,97,0
1649157778730,95,[PET] GET PET BY ID,200,text,true,240,95,0
1649157778730,101,[USER] UPDATE USER BY ID,200,text,true,304,101,0
1649157778728,103,[PET] GET PETS BY STATUS,200,text,true,8456,103,0
1649157778750,81,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,81,0
1649157778750,82,[PET] UPDATE PET BY ID,500,text,false,3889,82,0
1649157778730,102,[PET] GET PET BY ID,200,text,true,240,102,0
1649157778750,82,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,82,0
1649157778730,102,[PET] GET PET BY ID,200,text,true,240,102,0
1649157778754,78,[PET] GET PET BY ID,200,text,true,241,78,0
1649157778730,103,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,103,0
1649157778730,104,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,104,0
1649157778754,81,[PET] UPDATE PET BY ID,500,text,false,3889,81,0
1649157778730,105,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,105,0
1649157778761,74,[STORE] GET INVENTORY,200,text,true,160,74,0
1649157778733,102,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,102,0
1649157778765,70,[USER] UPDATE USER BY ID,200,text,true,304,70,0
1649157778744,93,[USER] UPDATE USER BY ID,200,text,true,304,93,0
1649157778745,92,[STORE] GET INVENTORY,200,text,true,160,92,0
1649157778746,91,[PET] UPDATE PET BY ID,500,text,false,3889,91,0
1649157778747,90,[STORE] GET INVENTORY,200,text,true,160,90,0
1649157778768,69,[PET] GET PETS BY STATUS,200,text,true,8456,69,0
1649157778754,84,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3203,83,0
1649157778731,107,[PET] UPDATE PET BY ID,500,text,false,3962,107,0
1649157778770,69,[PET] GET PETS BY STATUS,200,text,true,8456,69,0
1649157778747,103,[PET] GET PETS BY STATUS,200,text,true,8456,103,0
1649157778748,102,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,102,0
1649157778730,120,[PET] UPDATE PET BY ID,500,text,false,3962,120,0
1649157778747,104,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,104,0
1649157778748,103,[STORE] GET INVENTORY,200,text,true,160,103,0
1649157778747,104,[PET] UPDATE PET BY ID,500,text,false,3962,104,0
1649157778747,104,[PET] UPDATE PET BY ID,500,text,false,3962,104,0
1649157778734,117,[PET] UPDATE PET BY ID,500,text,false,3962,117,0
1649157778748,103,[PET] UPDATE PET BY ID,500,text,false,3962,103,0
1649157778748,103,[STORE] GET INVENTORY,200,text,true,160,103,0
1649157778734,117,[PET] UPDATE PET BY ID,500,text,false,3962,117,0
1649157778748,103,[PET] GET PETS BY STATUS,200,text,true,8456,103,0
1649157778754,97,[PET] GET PETS BY STATUS,200,text,true,8456,97,0
1649157778748,103,[PET] GET PET BY ID,200,text,true,240,103,0
1649157778770,85,[PET] GET PET BY ID,200,text,true,240,85,0
1649157778770,85,[PET] GET PETS BY STATUS,200,text,true,8456,85,0
1649157778750,105,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,105,0
1649157778750,105,[STORE] GET ORDER BY ID,500,text,false,3156,105,0
1649157778754,101,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,101,0
1649157778750,105,[STORE] GET INVENTORY,200,text,true,160,105,0
1649157778749,106,[PET] GET PETS BY STATUS,200,text,true,8456,106,0
1649157778748,107,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,107,0
1649157778749,106,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,106,0
1649157778750,105,[PET] GET PET BY ID,200,text,true,240,105,0
1649157778751,105,[PET] UPDATE PET BY ID,500,text,false,3962,105,0
1649157778750,106,[STORE] GET ORDER BY ID,500,text,false,3156,106,0
1649157778750,106,[STORE] GET INVENTORY,200,text,true,160,106,0
1649157778754,102,[PET] GET PET BY ID,200,text,true,241,102,0
1649157778750,106,[STORE] GET ORDER BY ID,500,text,false,3156,106,0
1649157778750,105,[USER] UPDATE USER BY ID,200,text,true,304,105,0
1649157778754,107,[PET] UPDATE PET BY ID,500,text,false,3962,107,0
1649157778750,111,[PET] UPDATE PET BY ID,500,text,false,3962,111,0
1649157778823,38,[STORE] GET ORDER BY ID,500,text,false,3083,38,0
1649157778761,100,[STORE] GET INVENTORY,200,text,true,160,100,0
1649157778754,107,[PET] UPDATE PET BY ID,500,text,false,3962,107,0
1649157778823,40,[USER] UPDATE USER BY ID,200,text,true,304,40,0
1649157778822,41,[PET] UPDATE PET BY ID,500,text,false,3889,41,0
1649157778760,104,[USER] UPDATE USER BY ID,200,text,true,304,104,0
1649157778761,111,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,111,0
1649157778768,104,[USER] UPDATE USER BY ID,200,text,true,304,104,0
1649157778761,111,[PET] UPDATE PET BY ID,500,text,false,3962,111,0
1649157778824,48,[PET] UPDATE PET BY ID,500,text,false,3889,48,0
1649157778760,113,[STORE] GET ORDER BY ID,500,text,false,3156,113,0
1649157778810,64,[USER] UPDATE USER BY ID,200,text,true,304,64,0
1649157778768,106,[PET] GET PET BY ID,200,text,true,240,106,0
1649157778748,126,[PET] UPDATE PET BY ID,500,text,false,3962,126,0
1649157778761,115,[PET] UPDATE PET BY ID,500,text,false,3962,115,0
1649157778769,107,[USER] UPDATE USER BY ID,200,text,true,304,107,0
1649157778768,108,[PET] UPDATE PET BY ID,500,text,false,3962,108,0
1649157778810,66,[PET] GET PETS BY STATUS,200,text,true,8456,66,0
1649157778773,103,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,103,0
1649157778766,110,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,110,0
1649157778768,108,[USER] UPDATE USER BY ID,200,text,true,304,108,0
1649157778832,44,[STORE] GET INVENTORY,200,text,true,160,44,0
1649157778760,116,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,116,0
1649157778766,110,[STORE] GET ORDER BY ID,500,text,false,3156,110,0
1649157778810,67,[PET] GET PET BY ID,200,text,true,240,67,0
1649157778808,70,[PET] GET PET BY ID,200,text,true,240,70,0
1649157778768,110,[PET] UPDATE PET BY ID,500,text,false,3962,110,0
1649157778768,127,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,127,0
1649157778823,72,[PET] GET PETS BY STATUS,200,text,true,8456,72,0
1649157778810,85,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,85,0
1649157778810,85,[PET] GET PET BY ID,200,text,true,240,85,0
1649157778823,72,[PET] GET PET BY ID,200,text,true,240,72,0
1649157778810,85,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,85,0
1649157778768,127,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,127,0
1649157778822,74,[PET] GET PETS BY STATUS,200,text,true,8456,74,0
1649157778822,74,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,74,0
1649157778822,74,[PET] GET PET BY ID,200,text,true,241,74,0
1649157778822,74,[USER] UPDATE USER BY ID,200,text,true,304,74,0
1649157778817,79,[PET] GET PETS BY STATUS,200,text,true,8456,79,0
1649157778810,86,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,86,0
1649157778769,127,[PET] UPDATE PET BY ID,500,text,false,3962,127,0
1649157778837,60,[STORE] GET ORDER BY ID,500,text,false,3083,60,0
1649157778851,46,[PET] GET PETS BY STATUS,200,text,true,8456,46,0
1649157778855,47,[STORE] GET ORDER BY ID,500,text,false,3156,47,0
1649157778856,46,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,46,0
1649157778823,79,[PET] UPDATE PET BY ID,500,text,false,3962,79,0
1649157778856,47,[STORE] GET ORDER BY ID,500,text,false,3083,47,0
1649157778823,80,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,80,0
1649157778823,80,[STORE] GET INVENTORY,200,text,true,160,80,0
1649157778838,65,[PET] UPDATE PET BY ID,500,text,false,3889,65,0
1649157778832,74,[PET] GET PETS BY STATUS,200,text,true,8456,74,0
1649157778832,74,[PET] GET PET BY ID,200,text,true,240,74,0
1649157778855,54,[PET] UPDATE PET BY ID,500,text,false,3962,54,0
1649157778832,79,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,79,0
1649157778832,81,[PET] UPDATE PET BY ID,500,text,false,3962,81,0
1649157778834,80,[PET] UPDATE PET BY ID,500,text,false,3962,80,0
1649157778835,79,[PET] UPDATE PET BY ID,500,text,false,3962,79,0
1649157778810,104,[PET] UPDATE PET BY ID,500,text,false,3962,104,0
1649157778832,82,[PET] GET PET BY ID,500,text,false,3276,82,0
1649157778832,82,[PET] UPDATE PET BY ID,500,text,false,3962,82,0
1649157778825,89,[PET] UPDATE PET BY ID,500,text,false,3962,89,0
1649157778835,81,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,81,0
1649157778837,79,[PET] GET PETS BY STATUS,200,text,true,8456,79,0
1649157778837,80,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,80,0
1649157778837,80,[STORE] GET INVENTORY,200,text,true,160,80,0
1649157778838,79,[PET] GET PETS BY STATUS,200,text,true,8456,79,0
1649157778839,78,[STORE] GET INVENTORY,200,text,true,160,78,0
1649157778872,45,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3203,45,0
1649157778835,82,[PET] UPDATE PET BY ID,500,text,false,3962,82,0
1649157778851,67,[STORE] GET INVENTORY,200,text,true,160,67,0
1649157778837,83,[STORE] GET ORDER BY ID,500,text,false,3156,83,0
1649157778851,73,[PET] GET PETS BY STATUS,200,text,true,8456,73,0
1649157778832,92,[PET] UPDATE PET BY ID,500,text,false,3962,92,0
1649157778851,73,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,73,0
1649157778851,73,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,73,0
1649157778851,73,[PET] GET PETS BY STATUS,200,text,true,8456,73,0
1649157778833,91,[PET] UPDATE PET BY ID,500,text,false,3962,91,0
1649157778835,90,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,90,0
1649157778835,93,[STORE] GET ORDER BY ID,500,text,false,3156,93,0
1649157778851,77,[STORE] GET ORDER BY ID,500,text,false,3156,77,0
1649157778851,77,[STORE] GET ORDER BY ID,500,text,false,3156,77,0
1649157778851,77,[PET] UPDATE PET BY ID,500,text,false,3962,77,0
1649157778856,72,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,72,0
1649157778855,73,[PET] GET PET BY ID,200,text,true,240,73,0
1649157778856,73,[PET] UPDATE PET BY ID,500,text,false,3962,73,0
1649157778856,73,[PET] UPDATE PET BY ID,500,text,false,3962,73,0
1649157778855,76,[PET] UPDATE PET BY ID,500,text,false,3962,76,0
1649157778861,70,[PET] GET PETS BY STATUS,200,text,true,8456,70,0
1649157778856,76,[PET] GET PET BY ID,200,text,true,241,76,0
1649157778851,82,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,82,0
1649157778861,74,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,74,0
1649157778861,74,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,74,0
1649157778863,72,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,72,0
1649157778861,74,[STORE] GET ORDER BY ID,500,text,false,3156,74,0
1649157778864,71,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,71,0
1649157778851,86,[PET] UPDATE PET BY ID,500,text,false,3962,86,0
1649157778872,66,[PET] GET PETS BY STATUS,200,text,true,8456,66,0
1649157778856,83,[PET] UPDATE PET BY ID,500,text,false,3962,83,0
1649157778895,46,[PET] UPDATE PET BY ID,500,text,false,3889,46,0
1649157778874,67,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,67,0
1649157778863,78,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,78,0
1649157778851,91,[PET] UPDATE PET BY ID,500,text,false,3962,91,0
1649157778876,70,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,70,0
1649157778874,72,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,72,0
1649157778872,74,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,74,0
1649157778872,74,[PET] UPDATE PET BY ID,500,text,false,3962,74,0
1649157778878,68,[PET] GET PETS BY STATUS,200,text,true,8456,68,0
1649157778876,70,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,70,0
1649157778876,80,[STORE] GET ORDER BY ID,500,text,false,3156,80,0
1649157778876,80,[PET] GET PET BY ID,200,text,true,240,80,0
1649157778876,81,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,81,0
1649157778876,82,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,82,0
1649157778896,62,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,62,0
1649157778874,84,[PET] UPDATE PET BY ID,500,text,false,3962,84,0
1649157778876,82,[PET] GET PET BY ID,500,text,false,3276,82,0
1649157778895,63,[PET] UPDATE PET BY ID,500,text,false,3962,63,0
1649157778895,63,[PET] UPDATE PET BY ID,500,text,false,3962,63,0
1649157778916,43,[PET] GET PET BY ID,200,text,true,240,43,0
1649157778876,84,[PET] UPDATE PET BY ID,500,text,false,3962,84,0
1649157778878,82,[PET] UPDATE PET BY ID,500,text,false,3962,82,0
1649157778896,64,[STORE] GET INVENTORY,200,text,true,160,64,0
1649157778895,65,[PET] UPDATE PET BY ID,500,text,false,3962,65,0
1649157778878,83,[PET] UPDATE PET BY ID,500,text,false,3962,83,0
1649157778895,67,[PET] UPDATE PET BY ID,500,text,false,3962,67,0
1649157778897,67,[USER] UPDATE USER BY ID,200,text,true,304,67,0
1649157778896,131,[PET] UPDATE PET BY ID,500,text,false,3962,131,0
1649157778897,130,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,130,0
1649157778917,111,[STORE] GET ORDER BY ID,500,text,false,3083,111,0
1649157778897,133,[STORE] GET INVENTORY,200,text,true,160,133,0
1649157778902,133,[USER] UPDATE USER BY ID,200,text,true,304,133,0
1649157778903,132,[USER] UPDATE USER BY ID,200,text,true,304,132,0
1649157778903,132,[PET] GET PET BY ID,200,text,true,240,132,0
